geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
14025,-21.203857662721934,-47.817020344181984,ribeirao preto,SP
56519,-8.418173473250866,-37.04165289641506,arcoverde,PE
85555,-26.482306860646357,-52.00180831524104,palmas,PR
14810,-21.790719130237303,-48.16271903269266,araraquara,SP
18760,-23.03209930697304,-49.1565904741902,cerqueira cesar,SP
8900,-23.41265282847144,-46.045549376952586,guararema,SP
60192,-3.7454884800349824,-38.483094983227744,fortaleza,CE
84640,-26.148924,-51.541724211128,bituruna,PR
5007,-23.53474737108313,-46.67203980183506,são paulo,SP
39890,-16.655608363091808,-41.0296748001253,joaima,MG
18015,-23.49467058090484,-47.4347481232327,sorocaba,SP
8793,-23.540013573893216,-46.16420934259335,mogi das cruzes,SP
88380,-26.75864848489496,-48.68587120354712,balneario picarras,SC
47300,-9.172354499999996,-40.97650725000001,casa nova,BA
3273,-23.577355069190038,-46.55999151064263,são paulo,SP
16021,-21.234682215101834,-50.44886690437998,aracatuba,SP
29056,-20.31050876184444,-40.30035669995395,vitoria,ES
6753,-23.600347388691752,-46.76119951190615,taboão da serra,SP
97800,-28.407879381900887,-54.96275099437206,sao luiz gonzaga,RS
29390,-20.34903407232821,-41.53172584314406,iuna,ES
1318,-23.555771764343227,-46.639553016612446,são paulo,SP
94910,-29.950102545490225,-51.09221150837574,cachoeirinha,RS
79117,-20.41507761117192,-54.63556866847478,campo grande,MS
13223,-23.2146504389656,-46.80801996939555,varzea paulista,SP
28970,-22.86123200501408,-42.34608426103964,araruama,RJ
11025,-23.964753719949258,-46.31464797945644,santos,SP
8255,-23.553780925616028,-46.43517094463039,são paulo,SP
96810,-29.72246597950475,-52.4238767166942,santa cruz do sul,RS
7804,-23.32880950278896,-46.73715673504629,franco da rocha,SP
95765,-29.48700203106331,-51.355619616052415,bom principio,RS
4360,-23.640661864187017,-46.66321322368121,sao paulo,SP
1328,-23.55464294532287,-46.6476140173409,sao paulo,SP
12328,-23.29537143341172,-45.96633962908968,jacarei,SP
5522,-23.591530822926867,-46.73618746947312,sao paulo,SP
2210,-23.48737868443072,-46.57787195850883,sao paulo,SP
82940,-25.45543736081134,-49.21502020705173,curitiba,PR
89560,-27.00598380829241,-51.15176669170759,videira,SC
41235,-12.921298324807315,-38.4466237857529,salvador,BA
12730,-22.580176903139225,-44.95173186358132,cruzeiro,SP
13212,-23.1850146605682,-46.97046043686786,jundiai,SP
38400,-18.91385519474413,-48.28283991442643,uberlandia,MG
5842,-23.65066890036926,-46.74542152651617,sao paulo,SP
34300,-20.09596555076487,-43.789068514464574,rio acima,MG
66095,-1.443048087425712,-48.45560506855559,belém,PA
38195,-19.939420947583315,-47.54338677476429,conquista,MG
39404,-16.69149789953254,-43.84039533986374,montes claros,MG
13101,-22.903329069008706,-46.9985528033878,campinas,SP
39100,-18.22806522251584,-43.60792109670999,diamantina,MG
32340,-19.937619975259256,-44.05084422603338,contagem,MG
36500,-21.11819394490749,-42.95321641925733,uba,MG
8665,-23.560020638517813,-46.31166864470139,suzano,SP
36260,-21.0247080429974,-43.41446494928621,alto rio doce,MG
4776,-23.689300411593344,-46.70065806950787,sao paulo,SP
9821,-23.754591275422783,-46.554812236171614,sao bernardo do campo,SP
9010,-23.656459223495588,-46.52402762709854,santo andre,SP
11701,-24.01141392062437,-46.41877707744239,praia grande,SP
13860,-22.047105620007592,-46.98103868744458,aguai,SP
45000,-14.854747075768945,-40.83912152928612,vitoria da conquista,BA
11721,-24.01425927254892,-46.45922077782903,praia grande,SP
58077,-7.181588514570948,-34.86164735276125,joao pessoa,PB
88330,-27.005409,-48.62461950000001,balneario camboriu,SC
5303,-23.52629557562472,-46.7318788226384,sao paulo,SP
7055,-23.46569041326677,-46.560814318483466,guarulhos,SP
35232,-19.255317051048426,-41.152218301859335,calixto,MG
37501,-22.446077693621994,-45.421672470925216,itajuba,MG
86070,-23.296986503462453,-51.18446288773154,londrina,PR
21760,-22.88856424034859,-43.41948226726878,rio de janeiro,RJ
41815,-12.997271524842724,-38.4607963127993,salvador,BA
17650,-22.00215930371104,-50.37930592187463,herculandia,SP
3362,-23.565126464072502,-46.54373053592749,sao paulo,SP
4815,-23.70134867692889,-46.69184167721735,sao paulo,SP
31255,-19.875758459057103,-43.95734104677128,belo horizonte,MG
92110,-29.93094044936224,-51.17560154954123,canoas,RS
70790,-15.771298052484088,-47.893626985284826,brasilia,DF
8290,-23.55006926894224,-46.44926634846208,sao paulo,SP
5818,-23.66530789869583,-46.72985416250216,sao paulo,SP
57046,-9.611729999999998,-35.726580000000006,maceio,AL
5424,-23.571257720785987,-46.69633123175024,são paulo,SP
30140,-19.934102869842377,-43.92563630474924,belo horizonte,MG
30285,-19.91170552761269,-43.89275554480938,belo horizonte,MG
14021,-21.22348344991864,-47.79760921317034,ribeirao preto,SP
11463,-23.94831071167053,-46.300194265635874,guarujá,SP
89162,-27.162641646398544,-49.5781828373358,rio do sul,SC
86695,-22.898150095915778,-51.8848138519332,alto alegre,PR
4835,-23.73544884846209,-46.70158693810949,sao paulo,SP
35613,-19.52412561418181,-45.78803099999999,estrela do indaia,MG
22441,-22.98376271885274,-43.22742730045006,rio de janeiro,RJ
8111,-23.48990737006441,-46.382160655438426,sao paulo,SP
18071,-23.4634874141035,-47.509818265335554,sorocaba,SP
34001,-19.988896500000003,-43.84381049999998,nova lima,MG
65255,-2.1330812140678623,-44.60414190916441,guimaraes,MA
5058,-23.52838824785041,-46.70648534263372,sao paulo,SP
89824,-26.73392508498306,-52.38962833328048,bom jesus,SC
2219,-23.49119525007212,-46.586514929222695,sao paulo,SP
13322,-23.18336129422822,-47.27126180122163,salto,SP
3648,-23.527490823605977,-46.52676615232284,sao paulo,SP
15200,-21.055102341131555,-49.6870090905494,jose bonifacio,SP
8683,-23.52419291955262,-46.30927632397565,suzano,SP
22775,-22.95517977713655,-43.37695378336896,rio de janeiro,RJ
29104,-20.358463500000003,-40.31613449999999,vila velha,ES
1144,-23.52375483986375,-46.67224719011488,sao paulo,SP
18074,-23.45392097002138,-47.48617499333489,sorocaba,SP
12945,-23.10908263835193,-46.50791587538231,atibaia,SP
80730,-25.432660634196985,-49.29805911073922,curitiba,PR
96810,-29.71820137826715,-52.4401801161443,santa cruz do sul,RS
84300,-24.51500999999996,-50.41092999999995,tibagi,PR
4674,-23.66336209576426,-46.682048105747576,sao paulo,SP
21220,-22.850412639930923,-43.31380787108773,rio de janeiro,RJ
24812,-22.75235982455175,-42.87675976027576,itaboraí,RJ
4467,-23.69310875269785,-46.65600651220503,sao paulo,SP
97501,-29.757069002295676,-57.09767413506224,uruguaiana,RS
12949,-23.14871832165645,-46.60313158359871,atibaia,SP
35181,-19.56218960253603,-42.58892361937967,timoteo,MG
14960,-21.47059691717461,-49.21850725307112,novo horizonte,SP
35920,-19.764861883024608,-43.03249105454117,nova era,MG
9895,-23.70748872922479,-46.57290018418324,sao bernardo do campo,SP
28027,-21.778930020169994,-41.32002156807036,campos dos goytacazes,RJ
4210,-23.584672440406667,-46.60636919627839,são paulo,SP
53433,-7.9111128963843775,-34.8319798879694,paulista,PE
8345,-23.611216169859755,-46.44676827768481,sao paulo,SP
39860,-17.842512798062927,-40.34274711160657,nanuque,MG
6816,-23.64105999999998,-46.82324543499993,embu das artes,SP
72871,-16.056002825829484,-47.99192067459906,valparaíso de goiás,GO
14070,-21.10916254731953,-47.79179088481735,ribeirao preto,SP
35730,-19.54947031832944,-44.11296583721123,capim branco,MG
30170,-19.923795031911865,-43.94451804411688,belo horizonte,MG
5386,-23.565820610046742,-46.75701203427781,sao paulo,SP
5818,-23.66173825954105,-46.733348392104695,são paulo,SP
5662,-23.61218978418672,-46.73082241341236,sao paulo,SP
45000,-14.851338212331877,-40.8472264067459,vitoria da conquista,BA
36700,-21.52902286378468,-42.63670933102695,leopoldina,MG
48540,-9.868830861025709,-38.89968643496575,jeremoabo,BA
48330,-11.481079975494112,-37.925664993029606,rio real,BA
50710,-8.049305577298153,-34.90668122592186,recife,PE
22430,-22.98168465277865,-43.219265903831705,rio de janeiro,RJ
85810,-24.950528308355924,-53.477352747389055,cascavel,PR
1243,-23.54700501526344,-46.66354745796057,sao paulo,SP
3161,-23.580641758640056,-46.56315904918304,sao paulo,SP
26385,-22.706098941238604,-43.5571084625234,queimados,RJ
15807,-21.125833281435725,-48.94777468942238,catanduva,SP
41720,-12.975420918402673,-38.44030347071386,salvador,BA
1551,-23.57533438550985,-46.61175392506776,sao paulo,SP
35112,-18.562634999999997,-41.89941,frei inocencio,MG
87430,-23.73412395261466,-52.8688717779527,tapejara,PR
20755,-22.883527174562964,-43.294866353742215,rio de janeiro,RJ
58431,-7.208087891795129,-35.92494200687646,campina grande,PB
12446,-22.88737422164401,-45.36469490484147,pindamonhangaba,SP
91160,-29.99613061304412,-51.10711110273485,porto alegre,RS
59076,-5.83357404607878,-35.20895087760399,natal,RN
9271,-23.64351705412886,-46.50486461474993,santo andre,SP
36200,-21.22203812425238,-43.77252135833498,barbacena,MG
23510,-22.90619313455336,-43.23263727562857,rio de janeiro,RJ
25550,-22.76817190563001,-43.3810006952976,sao joao de meriti,RJ
87053,-23.46256363662681,-51.9092575306125,maringa,PR
65753,-5.104648679121562,-45.08285470512421,são raimundo do doca bezerra,MA
88790,-28.47660008258885,-48.78462274549313,laguna,SC
2522,-23.50558969023936,-46.65751108728762,sao paulo,SP
4370,-23.649574391147272,-46.66064734975001,sao paulo,SP
16570,-21.898056087846733,-49.592860912506985,guaranta,SP
8570,-23.480753184957063,-46.35659066180716,itaquaquecetuba,SP
21361,-22.848943084944217,-43.32890524089687,rio de janeiro,RJ
86430,-23.29272191994711,-50.07709633221193,santo antonio da platina,PR
86063,-23.309347435426453,-51.19392610600736,londrina,PR
25715,-22.476468226020163,-43.17101207664209,petropolis,RJ
11055,-23.9685175434244,-46.3304522514571,santos,SP
57036,-9.647415922009344,-35.70761364265109,maceio,AL
18133,-23.51974819268945,-47.12825971730379,sao roque,SP
13453,-22.739108034860678,-47.39328514603635,santa barbara d'oeste,SP
9190,-23.678687641121893,-46.53838135610813,santo andre,SP
30644,-19.987276284494136,-44.01645307813489,belo horizonte,MG
19024,-22.099255376074797,-51.39794248459231,presidente prudente,SP
12286,-23.12730754316459,-45.75096144033122,cacapava,SP
16900,-20.90904651408379,-51.37921108027434,andradina,SP
95270,-29.027745719825248,-51.1467724826944,flores da cunha,RS
18074,-23.448800242022028,-47.487885391338246,sorocaba,SP
37557,-22.25934285245277,-45.9296590036191,pouso alegre,MG
18780,-23.00756148616276,-49.30933148330395,manduri,SP
96820,-29.707387947726083,-52.42603009017671,santa cruz do sul,RS
37904,-20.717163095100883,-46.61883521513276,passos,MG
22251,-22.947206364418022,-43.18704142437527,rio de janeiro,RJ
58870,-6.438456209555689,-37.65030611252433,riacho dos cavalos,PB
25946,-22.52709486370217,-42.9759418551849,guapimirim,RJ
38401,-18.88753180460501,-48.29172976824975,uberlandia,MG
87355,-24.42551387893715,-52.84305548151984,juranda,PR
72231,-15.83631817985067,-48.116906404135335,brasilia,DF
9911,-23.686296230991424,-46.62414943586482,diadema,SP
72876,-16.071583244876763,-47.9780978134787,valparaiso de goias,GO
14450,-20.30815166318691,-47.59270085469623,jeriquara,SP
31870,-19.84403350124075,-43.90693599598929,belo horizonte,MG
3317,-23.54119500203259,-46.55452091990063,são paulo,SP
78075,-15.61051620747389,-56.0317086130793,cuiaba,MT
79935,-23.967682801828463,-55.02676971102059,sete quedas,MS
14406,-20.54251111238791,-47.42309729574644,franca,SP
65026,-2.5394236763806366,-44.29086341909516,sao luis,MA
37310,-21.945022927071747,-44.18996976812843,bom jardim de minas,MG
83045,-25.509806999999995,-49.179410779906505,sao jose dos pinhais,PR
29800,-18.753893882844924,-40.89329838106318,barra de sao francisco,ES
2308,-23.478619453228728,-46.60436401442671,sao paulo,SP
78595,-9.562518509383102,-57.39432474887978,apiacas,MT
6160,-23.558739769346264,-46.80844990008081,osasco,SP
12091,-23.04469780679316,-45.563711871455965,taubate,SP
85812,-24.94652260808484,-53.44891546171149,cascavel,PR
66035,-1.4555323327151033,-48.489961470592206,belem,PA
24903,-22.907266784230984,-42.80360080346396,marica,RJ
21941,-22.814912895546016,-43.21943541156077,rio de janeiro,RJ
15600,-20.28100531879244,-50.25311133635735,fernandópolis,SP
70878,-15.739694999999992,-47.885733,brasilia,DF
1005,-23.54947149598929,-46.63740387774824,sao paulo,SP
13610,-22.18201415745361,-47.38495859330602,leme,SP
36340,-20.920038308009318,-44.23736261571106,resende costa,MG
14870,-21.253667269197383,-48.32622782845583,jaboticabal,SP
24240,-22.89976505079616,-43.098105266240765,niteroi,RJ
53580,-7.897974378185063,-34.89834081017045,abreu e lima,PE
4313,-23.637402744099496,-46.63192362294426,sao paulo,SP
12604,-22.731689011656755,-45.11216145767214,lorena,SP
4784,-23.692985863725536,-46.71252097446478,sao paulo,SP
44610,-11.809926611219128,-39.90713515204994,pintadas,BA
2914,-23.50136027338564,-46.71179903635525,sao paulo,SP
37410,-21.688335034651573,-45.2648837391216,tres coracoes,MG
88054,-27.42927910796927,-48.47206466527213,florianopolis,SC
60010,-3.723860787119866,-38.54150896225976,fortaleza,CE
5508,-23.557510348093,-46.71974431708465,sao paulo,SP
9811,-23.729859785734885,-46.56000299278664,sao bernardo do campo,SP
29460,-21.131964984144016,-41.6772376988533,bom jesus do norte,ES
6540,-23.446388906571,-46.88165195336414,santana de parnaiba,SP
5588,-23.58023907022903,-46.74948649013224,são paulo,SP
59112,-5.749745384961588,-35.25923041993189,natal,RN
29090,-20.262915618096823,-40.26886076784572,vitoria,ES
3167,-23.55483035276127,-46.59435483014022,sao paulo,SP
3413,-23.555005658895496,-46.54879007271053,são paulo,SP
3170,-23.549337230365264,-46.59423287968148,sao paulo,SP
13503,-22.41460765445209,-47.5789374539212,rio claro,SP
18120,-23.546621544652595,-47.18400232072315,mairinque,SP
86800,-23.550225423480008,-51.46962669552495,apucarana,PR
38900,-20.011724405596105,-45.98211497589971,bambui,MG
33820,-19.76895890536092,-44.13572796266378,ribeirao das neves,MG
64400,-6.231953615842862,-42.85960166440888,amarante,PI
9688,-23.67302245934556,-46.59077427560734,sao bernardo do campo,SP
88101,-27.593946174069583,-48.609806023929366,sao jose,SC
80050,-25.43449699056493,-49.254471912285815,curitiba,PR
5017,-23.53850547322403,-46.68302562698362,sao paulo,SP
1047,-23.546774768769357,-46.64251431141433,sao paulo,SP
70362,-15.81608006179246,-47.90883732303793,brasilia,DF
95960,-29.2413903152501,-51.86449883910802,encantado,RS
49160,-10.834873910384092,-37.07796455062542,nossa senhora do socorro,SE
1415,-23.55164908826243,-46.65431204440535,sao paulo,SP
72906,-15.93576729464284,-48.30312920243155,santo antonio do descoberto,GO
20730,-22.8986566655606,-43.29959042714523,rio de janeiro,RJ
17800,-21.685169066178688,-51.06637936291276,adamantina,SP
36037,-21.774976931758378,-43.37271821522357,juiz de fora,MG
4330,-23.65547725867045,-46.6455226434878,sao paulo,SP
96085,-31.740878577846424,-52.29949503191186,pelotas,RS
96211,-32.03334891716311,-52.10983813423444,rio grande,RS
38720,-18.779695660632388,-46.40399611060274,lagoa formosa,MG
85555,-26.49054679446549,-51.99723400522691,palmas,PR
46100,-14.206042755562349,-41.66928260323649,brumado,BA
20720,-22.90574136358131,-43.28631204870452,rio de janeiro,RJ
18060,-23.494193853453755,-47.46281371204342,sorocaba,SP
31170,-19.88552728336896,-43.92350370734022,belo horizonte,MG
24110,-22.86365570719597,-43.08589651399405,niteroi,RJ
6719,-23.63293529652138,-46.93705061075756,cotia,SP
48110,-12.350422128025407,-38.3745204139644,catu,BA
36280,-20.953869666524977,-43.79952819943156,carandaí,MG
44460,-12.904255845490429,-38.65275229711234,itaparica,BA
6856,-23.693653344898944,-46.79975299021654,itapecerica da serra,SP
78085,-15.64208326202312,-56.05967794651946,cuiaba,MT
27175,-22.62143135976272,-43.88557355139467,pirai,RJ
9540,-23.62552966524403,-46.5668325,sao caetano do sul,SP
9391,-23.649997085492465,-46.445347240233005,mauá,SP
33820,-19.768851324456083,-44.13407768858566,ribeirao das neves,MG
29166,-20.169964507646053,-40.254573693173285,serra,ES
59062,-5.818019322234385,-35.22207801220502,natal,RN
6436,-23.53964457676001,-46.88812966929018,barueri,SP
28909,-22.900554053610463,-42.044105984962336,cabo frio,RJ
47150,-10.993214999999946,-44.56428649999995,santa rita de cassia,BA
36420,-20.51595122912201,-43.71114543716138,ouro branco,MG
37148,-21.09883910794328,-46.20152413884224,conceicao da aparecida,MG
2355,-23.454675094639068,-46.61162124118531,sao paulo,SP
9751,-23.694348781579954,-46.545606444774606,sao bernardo do campo,SP
74840,-16.737155898840623,-49.27100142786399,goiania,GO
26600,-22.608197616841533,-43.70690189286272,paracambi,RJ
21310,-22.879247018321863,-43.34112618261304,rio de janeiro,RJ
18610,-22.86133078663342,-48.43727139947712,botucatu,SP
21230,-22.82296330143102,-43.32769477171219,rio de janeiro,RJ
46500,-13.015539600126186,-42.698048499894846,macaubas,BA
13025,-22.89670939716661,-47.05593529447745,campinas,SP
5415,-23.56310064002537,-46.685227373997314,sao paulo,SP
48180,-11.944289542171274,-38.08647046280972,entre rios,BA
11055,-23.965698429774264,-46.32666629375042,santos,SP
5642,-23.62122930336426,-46.738216571469785,sao paulo,SP
87240,-23.76501891681389,-52.44547602226088,terra boa,PR
9641,-23.651448063592586,-46.57670835039532,sao bernardo do campo,SP
41720,-12.970718926337677,-38.43610080912585,salvador,BA
29280,-20.74210113402196,-40.86815857142919,iconha,ES
11623,-23.766870310577623,-45.74591329447745,sao sebastiao,SP
38610,-16.37954473114097,-46.888360365062624,unaí,MG
7092,-23.464253210658427,-46.54598022814358,guarulhos,SP
24460,-22.818663,-43.0470045,sao goncalo,RJ
5350,-23.55560168137229,-46.73759748335157,sao paulo,SP
37600,-22.609923373005703,-46.05974557532334,cambui,MG
68590,-4.444226624888955,-49.11399252722701,jacunda,PA
11431,-23.99593822675859,-46.27866480030585,guaruja,SP
37460,-22.397164203677463,-44.96645411154316,passa quatro,MG
62800,-4.561150679316804,-37.767146581685935,aracati,CE
21230,-22.82642395366142,-43.315886781983984,rio de janeiro,RJ
35502,-20.14095701055816,-44.919668990082485,divinopolis,MG
37370,-21.70365999999996,-44.44449999999995,são vicente de minas,MG
6622,-23.54877117234485,-46.89749939730396,jandira,SP
13506,-22.403949999999952,-47.55262499999998,rio claro,SP
11090,-23.936574677217354,-46.37410141895093,santos,SP
13905,-22.70984148488078,-46.81450430114255,amparo,SP
24030,-22.888943287498893,-43.12181075939122,niteroi,RJ
74650,-16.65335004411688,-49.24487768705645,goiania,GO
8215,-23.536590319859204,-46.44437114131387,sao paulo,SP
6020,-23.54526807528265,-46.76222907340005,osasco,SP
2531,-23.497808049685464,-46.65973281502103,sao paulo,SP
28907,-22.880233670709533,-42.01699348824215,cabo frio,RJ
53441,-7.948901984300175,-34.90115251086086,paulista,PE
23815,-22.86648786858573,-43.777318251820816,itaguai,RJ
90870,-30.072641932476763,-51.2061133995105,porto alegre,RS
30535,-19.92613771302436,-43.98937199945173,belo horizonte,MG
71065,-15.844424237277517,-47.97788772714694,brasilia,DF
4671,-23.660507871312795,-46.6898466099226,são paulo,SP
4145,-23.61501334893704,-46.62967125683808,sao paulo,SP
84940,-23.69094534154226,-49.82244308718666,siqueira campos,PR
13806,-22.42128686955392,-46.96646232416761,mogi-mirim,SP
36730,-21.65545006040303,-42.347886057466944,pirapetinga,MG
88750,-28.277914646126288,-49.16442316239284,braco do norte,SC
17055,-22.333043448315465,-49.10921205836405,bauru,SP
23933,-22.969821104966694,-44.29323908312842,angra dos reis,RJ
26261,-22.76025188766623,-43.48092888165094,nova iguacu,RJ
76360,-14.967602290333984,-49.54636737580545,itapaci,GO
73813,-15.556702086040726,-47.334031019706856,formosa,GO
35270,-18.66022093796436,-41.40484620599229,mendes pimentel,MG
97095,-29.70415688926076,-53.76117393643607,santa maria,RS
25585,-22.793648690603924,-43.336728567633656,sao joao de meriti,RJ
6542,-23.473218700531405,-46.87415081471997,santana de parnaiba,SP
74080,-16.683965409059685,-49.2573448369677,goiania,GO
6787,-23.62678930071608,-46.7996098936289,taboao da serra,SP
3168,-23.556360816149585,-46.59062464472048,sao paulo,SP
3471,-23.56992822631113,-46.52045593347085,sao paulo,SP
2734,-23.497105274770615,-46.697949282272425,sao paulo,SP
1241,-23.544099398551595,-46.66058291756594,são paulo,SP
49040,-10.95393255400312,-37.07816779733126,aracaju,SE
3187,-23.559063789341565,-46.57831975243804,sao paulo,SP
39300,-15.948138377361978,-44.862113851528335,sao francisco,MG
4012,-23.581998618645088,-46.645402316406,sao paulo,SP
79950,-23.07290774995776,-54.20688573316795,naviraí,MS
42850,-12.612234617119384,-38.30618666710137,dias davila,BA
76510,-14.533610471256257,-49.95600788313231,crixas,GO
1206,-23.54003855453289,-46.63964825269783,são paulo,SP
4190,-23.65277332944774,-46.60325914585373,sao paulo,SP
1150,-23.53286949347912,-46.6574641552888,sao paulo,SP
21760,-22.890590834479813,-43.42456706689596,rio de janeiro,RJ
3572,-23.57540403802871,-46.49018931251085,sao paulo,SP
90840,-30.07318257951986,-51.2269703005943,porto alegre,RS
37704,-21.78828190269486,-46.64173863716265,pocos de caldas,MG
38740,-18.93977086285376,-46.99250451894279,patrocinio,MG
5588,-23.57462416097296,-46.7394428864908,sao paulo,SP
7600,-23.35432298638062,-46.6350756338863,mairipora,SP
15704,-20.285896865838176,-50.55573034290901,jales,SP
89120,-26.824903606440063,-49.275312852068765,timbo,SC
89600,-27.16882094342798,-51.51882419291629,joacaba,SC
13790,-21.729611999999943,-46.74210199999996,sao sebastiao da grama,SP
88020,-27.593103531219374,-48.54716168541165,florianopolis,SC
81580,-25.491458800458872,-49.22661420425372,curitiba,PR
12031,-23.042611001237063,-45.576901260792575,taubaté,SP
30180,-19.923800239511877,-43.94599730169083,belo horizonte,MG
68909,0.0842672054512282,-51.06154728298081,macapa,AP
35300,-19.77752473298106,-42.136157695080406,caratinga,MG
18200,-23.5814734961711,-48.038910473624114,itapetininga,SP
34800,-19.89382834195853,-43.65896083154185,caete,MG
3117,-23.556718358316115,-46.59858915110427,sao paulo,SP
21610,-22.866557112960933,-43.37448608021237,rio de janeiro,RJ
35140,-19.286841385822388,-41.99904094812472,tarumirim,MG
30530,-19.931132650845417,-44.00384833181367,belo horizonte,MG
41613,-12.956437501944595,-38.39628275586598,salvador,BA
31846,-19.836177443245397,-43.911860625598656,belo horizonte,MG
14095,-21.18860329447746,-47.76905010061168,ribeirão preto,SP
13790,-21.707270373057334,-46.81817037414174,sao sebastiao da grama,SP
3206,-23.5988967732414,-46.55975006050551,sao paulo,SP
17054,-22.35492230909212,-49.09114334074108,bauru,SP
84173,-24.78627890862091,-49.99174644618548,castro,PR
24230,-22.90669898310973,-43.094895472003536,niteroi,RJ
72621,-15.91952319690066,-48.09789621923154,brasilia,DF
44006,-12.271724119626034,-38.97736872661435,feira de santana,BA
21710,-22.878394354434715,-43.43052304010618,rio de janeiro,RJ
5624,-23.590526940879464,-46.7284894993075,sao paulo,SP
20540,-22.921303369409696,-43.234793466818736,rio de janeiro,RJ
45611,-14.821867574943026,-39.310679485977005,itabuna,BA
6070,-23.54713741001157,-46.77926830447806,osasco,SP
7135,-23.42660782149871,-46.52899971104533,guarulhos,SP
13339,-23.09232014212125,-47.19741214338984,indaiatuba,SP
3336,-23.553729387183296,-46.56644279156328,são paulo,SP
19840,-22.611956951451106,-50.66209086009763,maracai,SP
5432,-23.55776440521669,-46.68887788037396,sao paulo,SP
26520,-22.815157184619444,-43.43189489953821,nilopolis,RJ
44033,-12.217039041923146,-38.976753304607165,feira de santana,BA
12440,-22.914050884542892,-45.37085084363247,pindamonhangaba,SP
69037,-3.089557246465436,-60.07113168151652,manaus,AM
14870,-21.26579975388353,-48.31800395210513,jaboticabal,SP
49740,-10.651769069718409,-36.98687401300507,carmopolis,SE
9972,-23.72471497602009,-46.61801408248469,diadema,SP
37135,-21.425435204948844,-45.95721702985518,alfenas,MG
88701,-28.48570287479716,-49.013073625874895,tubarao,SC
7034,-23.47708125950717,-46.52523377185642,guarulhos,SP
78430,-14.45015671653042,-56.80750795275507,nortelândia,MT
13976,-22.43094318322848,-46.824121556796726,itapira,SP
22743,-22.933196255352232,-43.349222777396335,rio de janeiro,RJ
39237,-18.757775671988934,-44.9035152261129,felixlandia,MG
37701,-21.796457789600336,-46.560556692264754,pocos de caldas,MG
4402,-23.668679797391647,-46.66365370858095,são paulo,SP
66055,-1.443230915205119,-48.48405861607176,belem,PA
27910,-22.36929644826187,-41.78762973458768,macae,RJ
18095,-23.494208280599,-47.45665571065842,sorocaba,SP
32185,-19.836383249532386,-44.0265984916027,contagem,MG
97590,-30.253288776723974,-54.91711185928319,rosario do sul,RS
35701,-19.48933693019037,-44.24078097985458,sete lagoas,MG
63900,-4.969213091742396,-39.01823960405576,quixadá,CE
11075,-23.953550175688147,-46.33393256356392,santos,SP
1413,-23.55863183097696,-46.66070142630853,sao paulo,SP
6447,-23.539725150191128,-46.87761015925642,barueri,SP
29943,-18.718674986379657,-39.89750449399215,sao mateus,ES
8683,-23.530534426121157,-46.31450538314901,suzano,SP
6216,-23.52445256506879,-46.770030448728704,osasco,SP
86610,-23.11593209955039,-51.52829300244306,jaguapita,PR
25035,-22.756849811982818,-43.30788659117746,duque de caxias,RJ
31160,-19.8765189841883,-43.93479038871249,belo horizonte,MG
74210,-16.693725048085238,-49.277800778857326,goiânia,GO
13610,-22.186002930789247,-47.38366267302688,leme,SP
29330,-20.906332231585303,-40.78502878695687,itapemirim,ES
39801,-17.860183036418686,-41.50131867011604,teofilo otoni,MG
8151,-23.520845679979065,-46.40097417647017,sao paulo,SP
37555,-22.215093687713168,-45.91016867906718,pouso alegre,MG
19034,-22.11339655119101,-51.42027258227712,presidente prudente,SP
22070,-22.98117467998731,-43.18986215808743,rio de janeiro,RJ
18113,-23.53702213933288,-47.41488710462238,votorantim,SP
79005,-20.46891832638933,-54.63754697045407,campo grande,MS
58900,-6.892095504338282,-38.56851963522955,cajazeiras,PB
19700,-22.41705658440115,-50.575060669555015,paraguaçu paulista,SP
15220,-21.184653760852598,-49.58394845250138,mendonca,SP
3461,-23.57025227699232,-46.52771099278663,sao paulo,SP
5396,-23.569673346058803,-46.770422179495085,sao paulo,SP
26032,-22.728961977691476,-43.47046796582732,nova iguacu,RJ
20921,-22.89257523313523,-43.21948071440933,rio de janeiro,RJ
26510,-22.815151814850715,-43.42045851490201,nilopolis,RJ
37780,-21.927027173819532,-46.374408845087366,caldas,MG
15040,-20.79499739747648,-49.41080140573392,sao jose do rio preto,SP
14060,-21.14505528684049,-47.8252382011676,ribeirao preto,SP
62810,-4.728656999999945,-37.404646999999954,icapui,CE
38441,-18.661895990011978,-48.20686668890931,araguari,MG
7178,-23.40248854731954,-46.39283228864909,guarulhos,SP
59355,-6.94489656673791,-36.715362728204994,equador,RN
36950,-19.801905837383217,-41.71731567710597,ipanema,MG
39170,-18.294202927797564,-43.009418428245816,rio vermelho,MG
26216,-22.753627904275064,-43.43901613819512,nova iguacu,RJ
33170,-19.778505404999976,-43.90445149999994,santa luzia,MG
81900,-25.5367426026388,-49.2729124670946,curitiba,PR
22061,-22.975199822090158,-43.19339673925207,rio de janeiro,RJ
28080,-21.75186782187309,-41.320662611233296,campos dos goytacazes,RJ
60160,-3.725099509776868,-38.50594445461541,fortaleza,CE
4514,-23.601083908967603,-46.67118172730685,sao paulo,SP
6626,-23.542541750535545,-46.91028478737998,jandira,SP
4929,-23.70084680322003,-46.76378115015291,sao paulo,SP
85700,-26.252040047065822,-53.63866567446137,barracao,PR
